982583885,4.181818182
982697813,3.8
982787510,5
982980116,5
984015914,5
984015981,5
988898993,5
989614026,4.454545455
991140923,5
992256704,5
992256712,4.166666667
992256720,3.666666667
992256739,3
992256747,5
992256755,5
992256763,4
992256852,4.4
992256860,4.5
992256879,4.666666667
992256887,3
992256895,4.5
109040980X,5
1099007178,3
1099007194,5
111131070X,1
1111828709,5
1133316611,5
1259206769,4.666666667
1259224716,2.333333333
1259302415,2.5
1259319636,3.285714286
1259636429,4.272727273
1259664228,5
1264170238,1
1264249470,5
1284172619,2
1285563654,1
1401898920,4
1404174257,1
140417429X,3.285714286
1413308171,4
1413308279,2
1413309674,4.32
1413313701,3.611111111
1413313728,4.25
1414311907,5
1418511013,5
142433490X,3
1426296355,3.79047619
1428350306,1
1429282363,5
1440238723,1
144471032X,3.333333333
1449664695,2.666666667
1450706711,5
1451163355,5
1469852721,5
1558708723,5
1559535237,5
155953527X,5
1561765023,5
1563827336,5
1564270491,3.8
1564272214,4
1564343804,2
1571763317,4
157231155X,4.5
1572643145,5
1572643153,5
1572643528,4.5
1572644672,3.25
1573821241,5
1575731363,1
1576320820,5
1576320987,5
1576321754,1
1576581624,5
1577991486,2
1579424368,5
1579425399,1
1580013775,3.5
1580228518,3
1580229166,4
1580950353,5
158298302X,3.15
1586506293,4
1586506420,5
1586506471,3.666666667
158650665X,3.666666667
1586507788,1
1586509586,4.8
1586509675,1
1586509683,4
1589201345,5
158920140X,4
1589202155,3
1590744454,1
1591502772,4
1591504651,2
1592854974,5
1592970362,4.473684211
1595462686,2
159668285X,4
1596713135,5
159671364X,4.5
1596714697,5
1596714808,5
1596714921,5
1596714999,3
1596715111,5
1596715197,2
1596715375,5
1596715677,5
1596715766,1
1596715804,5
1596716045,5
1597461156,3
1597461385,5
1597627895,5
1597627992,5
1598038907,4.25
1598071831,3.5
1598116843,5
1599010798,3.8
160061339X,1
1600775438,5
160085320X,5
1602185697,5
1603916040,3
1603918310,3
1604920041,3
160492036X,5
1605380024,4
1605380229,3
1605380261,4
160717894X,2
1607178958,5
1607178990,2.6
1607179008,3
1607179040,3.5
1607179199,3
1607179202,2.857142857
1607179210,3.5
1607179245,2.909090909
1607179296,2
160717930X,3.666666667
1607179342,2.8
1607179393,3.571428571
1607179407,5
160717944X,3.875
1607179490,2.666666667
1607179504,2.8
1607179601,4.25
1607179644,3.666666667
1607179695,5
1607179709,3
1607179741,4.25
160717975X,4.666666667
1607179792,4
1607179806,3.428571429
1607179849,2.75
160717989X,5
1607179954,3
1607179970,2.625
1607438100,5
160829000X,2
1608290026,3.666666667
1608290050,2.5
1608290077,3.333333333
1608292983,3.44
1608293017,3.184210526
1608294420,1.5
1608294625,5
1608294722,2
1608296989,4
1608297128,3.6
1608297144,3.857142857
1608297160,4
1608297187,2.4
1608299562,2.909090909
1608299570,3
1608299589,2.882352941
1608299627,3.608695652
1608299635,4.666666667
1608299643,2.735294118
1608299686,5
1608299694,5
1608299708,4.333333333
1608299724,2
1608299740,4.285714286
1608299759,4.666666667
1608299767,5
1608299805,1
1608299813,4
1608299899,3.857142857
1608299902,1
1608299910,3.684210526
1608299953,3.776119403
1608299961,4
160829997X,3.790697674
161535316X,3.666666667
1615353178,4
1615354336,4
1615354379,4.25
1615355219,3.888888889
1615355227,3.7
161584144X,5
1616693991,5
1617160040,3.795454545
1617160059,3.8
1617160067,4.428571429
1617160075,3.38125
1617160083,5
1617160105,5
161716013X,3.666666667
1617160156,3.75
1617160164,5
1617160199,4.538461538
1617160202,2
1617160210,3.422222222
1617160229,5
1617160253,2.5
161716027X,3.117647059
1617160318,4.6
1617160326,3
1617160334,3.333333333
1617160342,5
1617160377,3.578125
1617160385,3.818181818
1617160393,3.705882353
1617160407,3.450867052
1617160415,4
1617160431,5
1617160466,3.36
1617160474,4
1617160482,3.405594406
1617160504,4
1617160520,3.8125
1617160539,5
1617160547,2.454545455
161716058X,3.333333333
1617160598,1
1617160601,2.166666667
1617160628,4
1617160644,4.25
1617160660,3.8125
1617160709,3.428571429
1617160717,2
1617160725,3.586206897
1617160733,5
1617160768,3.952380952
1617160784,2.888888889
1617160822,3.316455696
1617160830,3.714285714
1617160849,3.785714286
1617160857,3.184466019
161716089X,5
1617160911,3.357142857
161716092X,4
1617160938,3.714285714
1617160946,3.737704918
1617160970,3.333333333
1617161020,3.888888889
161716108X,3.444444444
1617161128,2.5
1617161144,3.5
1617161152,5
1617164798,3.333333333
1617165654,3
1617165735,1
1618943529,2.2
1619460637,5
1619462885,1
162304071X,1
1623040728,1
1623041163,1
1623042135,1
1623043492,2
1623043646,1
1623044251,1
1623044863,1
162304491X,1
1623045703,1
1623047269,1
1623047838,3
1623047897,2
162304801X,1
1623048044,1
1623049415,1
162590438X,5
1627581081,5
1628211954,1
1770496475,5
1785014013,5
1800920296,5
1843265613,4
1843265869,3.555555556
1843266040,4.2
1843520885,4
1843520990,1
1843523132,4.4
1843523167,5
1843523272,5
1843523582,3
1843523620,5
1843523779,1
1843523949,3
1843524082,3
1844140954,5
1846066069,5
1846068568,3
1846230942,1
1847832415,5
1847832679,3
1862210780,3
1862211698,5
1862216118,3
1878489445,3.333333333
1881901912,2
1884010504,5
1884350674,2
1885784007,2
1886089183,5
1886715378,5
188684545X,5
1886846405,1
1886846898,4
1886997209,2.4
1887148272,1
1887148892,1
188817207X,3
1891175122,5
1892834197,5
189382408X,4.333333333
1893824225,3.5
1893824810,5
1894511808,3.333333333
1905842430,4
1906314160,5
1906314527,4
1907061207,2
1909253006,3
1931102953,2.5
1931397430,4
1931713006,4
1932012524,5
193221335X,5
1932703403,5
1932735445,1
193280207X,1
1932932127,4.344827586
1932981330,5
1933088087,1
1933088362,5
1934045667,1
1934088889,3.5
193413189X,3
1934131970,4
1934629111,5
1934655457,1
193517312X,4
1935341049,3.1
1935495798,5
1936207052,4.538461538
1936207168,4.7
193630600X,5
1936452197,5
1936452200,5
1936452294,3
1936452316,3.666666667
1936452332,5
1940323045,5
2749002850,3.5
2749004322,4.75
2749004373,2
2749006724,5
2749010993,2.727272727
2749011000,2.833333333
2749011019,4
2749011027,2.571428571
2749013666,4
2847980326,5
2847980342,4
2849027308,4
3000330674,5
3772396585,5
3772397301,5
3772398405,1
3803217695,3.5
3826676092,5
3827360811,1
3827360889,1
3828781683,3.125
3836210797,1
3836212250,3
3836212900,1
3836239078,1.5
3866810431,3
386681111X,4.5
3866811144,5
3866811489,4
3866811551,5
386681156X,2.75
3866811683,2
3866811799,4.5
3866812752,1
386681397X,5
3866813988,5
3866814275,5
3866814763,3.5
386681481X,4
3866815034,4
3866815344,3.571428571
3866815972,5
3866816243,1
3866912579,4
3866912986,4
3866913044,4
3866913052,4
3866913109,4
3866913117,4
3866913141,4
386691315X,4
3866913168,1
3869850027,5
3869850086,4
3869850140,5
3869850191,3
3869850213,5
386985023X,2.333333333
3869850280,5
3869850299,1
3869850582,4
3869850736,1
3886810712,2
3896373366,5
3902491094,5
3936021775,5
3937514775,3.681818182
3937549110,3
3938259167,2.75
3938259191,2
3941819003,4
3941819011,4
3959828101,2.814814815
395982811X,4.285714286
3959828136,3.395683453
3959828144,3.105263158
3959828152,2.769230769
3959828160,2.923076923
3959828179,2.72972973
3959828233,3.345132743
3959828241,3.952777778
395982825X,3.612903226
3959828276,3.142857143
3959828314,2
3959828330,3.244897959
4789014428,1
5486231253,3.625
5558259981,3.5
5558260262,5
6078020048,5
6548648498,1
7511816029,3.75
752300055X,4
7894810371,5
7900749608,1
8073160463,1
8361592156,5
8599206044,5
8992273479,5
905381258X,5
9078743018,3
9650706666,4.5
9655240495,4.25
9655240509,5
9872521611,3.666666667
9983038684,1
9983038757,3.5
9983038803,4.2
9983038846,2
9983039087,1
9983039109,3.111111111
9985792831,4
9985792939,1
B000001A3A,4.533333333
B000003SKY,5
B000004CMK,5
B000006OLG,5
B00000JIXG,3.833333333
B00000JIXM,5
B00000JKJ9,3
B00000JL61,3.333333333
B00000JL62,3.2
B00000JL63,3
B00000JL6D,5
B00000JL6X,2
B00000JL73,5
B00000JL7B,1
B00000JLAC,3.666666667
B00000JLAJ,4.642857143
B00000JLAK,1
B00000JLAN,4
B00000JLAV,5
B00000JLAZ,5
B00000JLB2,1
B00000JLB3,3.5
B00000JLNK,2.5
B00000JLNL,2.636363636
B00000JLNQ,1
B00000JLNR,4
B00000JLNS,3
B00000JLNZ,3.785714286
B00000K4DA,1
B00000K4DL,1
B00001NFRT,2
B00001NFUN,4.5
B00001NTUB,1
B00001O35C,1
B00001O368,5
B00001O37E,1
B00001OHDC,1
B00001OHDD,3.5
B00001OWZ3,4.5
B00001OX48,1
B00001P4R3,1
B00001QEA5,3
B00001QGVR,4.117647059
B00001QGW2,3.666666667
B00001QHZE,4.8
B00001SHK1,3
B00001SHKN,3
B00001SHKP,3.714285714
B00001SHKT,5
B00001SHL1,2.833333333
B00001SHNH,3
B00001SHO0,1
B00001SHO3,1
B00001SHO9,3
B00001SVEF,5
B00001SVFI,3
B00001SVFL,1
B00001X4ZS,3
B00001X4ZZ,1
B00001XDUD,4.444444444
B00001XDVZ,2.714285714
B00001XDW7,3.473684211
B00001XDW8,2.875
B00001XDWD,4.666666667
B00001XDWR,5
B00001XDWZ,3.894736842
B00001XDX0,4
B00001XDX2,5
B00001XDX8,3
B00001XDX9,4.333333333
B00001XDXB,3.666666667
B00001XDXD,3.428571429
B00001XDXT,2.5
B00001XDXU,5
B00001XDZ6,3
B00001XDZS,4.5
B00001YVBO,4
B00001YVGX,5
B00001YVHA,4
B00001ZWTE,5
B00001ZWTI,3
B00001ZWW4,4.666666667
B0000205XD,5
B0000205XT,5
B000021Y3I,5
B000021Y43,3.25
B000021YRS,2.4
B000021YSD,2
B000021YTQ,3.2
B000021YVS,2.727272727
B000021YVV,2.363636364
B000021YW8,3.071428571
B000021YZC,5
B000021Z1D,4.6
B000023VVD,4
B000023VVH,3.739130435
B000023VVJ,4.75
B000023VVY,4.0625
B000023VXM,2
B000028EHU,3.5
B000028EHV,4.285714286
B000028F0N,4
B000028F2D,2.75
B000028F36,3
B000028F3J,2
B000028F3P,3.666666667
B000028F4I,3.761904762
B0000296OP,4.615384615
B0000296YH,2.625
B00002970L,5
B00002CF8S,3
B00002CF9N,5
B00002CFA3,1
B00002CFAE,4
B00002DF0V,2
B00002DHA2,3.5
B00002EIWR,3
B00002EPGS,4.6
B00002JV5R,4.388888889
B00002JV62,4.170212766
B00002JV6X,3.833333333
B00002JV93,5
B00002JV9A,5
B00002JV9C,4.212121212
B00002JV9D,5
B00002JV9U,4.571428571
B00002JX1Y,4
B00002K0Z3,1
B00002K10B,3.75
B00002MYZ6,1
B00002NDSJ,5
B00002NDTE,3
B00002R29E,5
B00002S4MU,2.333333333
B00002S5B2,4
B00002S5FV,4.5
B00002S5G9,5
B00002S5GJ,4
B00002S5GN,4
B00002S5H2,5
B00002S5IB,3
B00002S5ID,3.5
B00002S5IF,1
B00002S5IG,2.166666667
B00002S5IS,3
B00002S5IY,1
B00002S5N7,3
B00002S5OQ,4
B00002S5PF,1.2
B00002S5PI,5
B00002S5PM,5
B00002S5PN,5
B00002S5PO,3
B00002S5PT,3
B00002S5PU,5
B00002S5PX,4
B00002S5QS,1
B00002S5T5,2
B00002S5TL,5
B00002S5TZ,1
B00002S5U1,4
B00002S5U3,3
B00002S5U7,1
B00002S5WD,4.5
B00002S5WS,2
B00002S5WV,4
B00002S5WZ,4
B00002S5XQ,1.5
B00002S5XY,4.5
B00002S5YV,4
B00002S60E,2.5
B00002S61I,2.5
B00002S62F,2
B00002S62V,4
B00002S652,2.285714286
B00002S68K,2
B00002S68W,1
B00002S6AY,1
B00002S6EK,4
B00002S6FW,5
B00002S6HG,2.833333333
B00002S6HO,1
B00002S6HX,5
B00002S6JG,3.5
B00002S6JK,3
B00002S6KC,1
B00002S6KD,3
B00002S6LF,4
B00002S6LG,5
B00002S6LK,4.5
B00002S6LS,5
B00002S6MA,5
B00002S6MX,4
B00002S6N7,5
B00002S6OB,1
B00002S6OU,3.25
B00002S6PR,3
B00002S6Q1,4
B00002S6QY,2
B00002S6R1,2.333333333
B00002S6RP,2.333333333
B00002S6S9,1
B00002S6SC,3
B00002S6SR,5
B00002S6UH,4
B00002S6VE,1
B00002S6VO,4.8
B00002S6W5,5
B00002S6WE,4.142857143
B00002S6WF,3
B00002S6WM,2.333333333
B00002S6WV,1
B00002S6YW,4
B00002S6ZI,5
B00002S70Q,5
B00002S71V,2.333333333
B00002S721,2
B00002S723,3.5
B00002S728,5
B00002S72F,5
B00002S72R,1
B00002S737,1.666666667
B00002S73L,5
B00002S74S,4
B00002S74T,5
B00002S74U,3
B00002S75C,3.75
B00002S75R,3.5
B00002S76T,3
B00002S76V,1
B00002S76W,3
B00002S76X,5
B00002S77U,2
B00002S786,4
B00002S78I,2
B00002S78P,4
B00002S78S,5
B00002S79H,4
B00002S7E9,5
B00002S7F5,5
B00002S7GQ,5
B00002S7HO,4
B00002S7HR,3.4
B00002S7HX,5
B00002S7HY,2
B00002S7JB,5
B00002S7JC,3.8
B00002S7JN,1
B00002S7K2,4.5
B00002S7K6,4
B00002S7KN,3.5
B00002S7MB,5
B00002S7MI,3.125
B00002S7MZ,2
B00002S7N7,5
B00002S7OS,5
B00002S7PA,1.75
B00002S7QN,4
B00002S7RH,3.75
B00002S7RJ,1
B00002S7TQ,4.333333333
B00002S7U6,5
B00002S7UB,5
B00002S7UE,1
B00002S7VX,3
B00002S7W0,3.4
B00002S7W2,2
B00002S7WD,3
B00002S7XC,5
B00002S7XF,5
B00002S7XN,5
B00002S7Z3,5
B00002S7ZI,4.5
B00002S7ZT,1
B00002S800,3.666666667
B00002S80O,1
B00002S81C,4
B00002S81G,4.090909091
B00002S82Z,3
B00002S84S,1.5
B00002S85B,5
B00002S85O,5
B00002S85S,4.2
B00002S85V,3
B00002S85W,1
B00002S86F,3
B00002S86I,5
B00002S86M,4.2
B00002S875,4
B00002S877,5
B00002S87F,5
B00002S87N,3
B00002S87P,3
B00002S87W,3.333333333
B00002S8AL,1
B00002S8BZ,3.5
B00002S8C3,1
B00002S8C4,5
B00002S8CR,1
B00002S8D7,5
B00002S8FH,2.5
B00002S8FU,1
B00002S8GB,1
B00002S8GF,4
B00002S8IE,5
B00002S8IF,4
B00002S8II,5
B00002S8IP,3
B00002S8IW,5
B00002S8IZ,4
B00002S8K9,1
B00002S8KE,5
B00002S8N5,4
B00002S8O5,2.333333333
B00002S8OV,3
B00002S8OW,3.2
B00002S8OY,4
B00002S8P1,2
B00002S8PJ,1
B00002S8QE,2
B00002S8QG,1
B00002S8QM,5
B00002S8QS,1
B00002S8QT,1
B00002S8QU,5
B00002S8R2,2.2
B00002S8R3,1
B00002S8R5,1.75
B00002S8R6,2
B00002S8R7,2
B00002S8R9,1
B00002S8RA,1
B00002S8RE,1
B00002S8RF,1
B00002S8RL,1
B00002S8RM,2
B00002S8TA,5
B00002S8TF,5
B00002S8XD,5
B00002S91V,2.75
B00002S91X,3
B00002S92X,3.666666667
B00002S932,2.666666667
B00002S933,5
B00002S938,3.5
B00002S939,3.333333333
B00002S93B,4
B00002S93C,3.166666667
B00002S93E,2.333333333
B00002S93F,1.666666667
B00002S93P,3.666666667
B00002S93V,4.6
B00002S93Y,3
B00002S940,2
B00002S94Q,1
B00002S94W,5
B00002S968,1.666666667
B00002S96I,5
B00002S97B,5
B00002S99I,2.333333333
B00002S99M,4
B00002S99N,5
B00002S99V,4
B00002S9AT,2
B00002S9CT,2
B00002S9FF,3.5
B00002S9FG,3
B00002S9FI,3
B00002S9FJ,3
B00002S9FK,5
B00002S9FL,3
B00002S9FM,2.333333333
B00002S9FN,4
B00002S9FO,4.5
B00002S9FP,3.75
B00002S9FQ,3.833333333
B00002S9FS,1
B00002S9FT,2.5
B00002S9FU,3.5
B00002S9FV,4.666666667
B00002S9FW,2.5
B00002S9FX,4.5
B00002S9G4,5
B00002S9G5,3
B00002S9GB,4.333333333
B00002S9GQ,4.666666667
B00002S9H7,1
B00002S9H9,5
B00002S9IB,5
B00002S9J4,5
B00002S9M8,5
B00002S9MB,4
B00002S9MV,3
B00002S9NK,4.5
B00002S9NV,5
B00002S9OI,3
B00002S9PT,3.857142857
B00002S9PW,2
B00002S9R9,3
B00002S9RB,3
B00002S9RE,4
B00002S9RI,4
B00002S9RU,2.75
B00002S9S9,4.666666667
B00002S9SH,2.6
B00002S9TW,5
B00002S9U1,1
B00002S9VX,2
B00002S9W4,1
B00002S9XF,3.285714286
B00002S9XH,1
B00002S9XK,5
B00002S9XW,4
B00002S9Y3,5
B00002S9YN,5
B00002S9Z6,3
B00002SA1K,4
B00002SA25,2.666666667
B00002SA2A,5
B00002SA2H,1.4
B00002SA2J,4
B00002SA3B,1
B00002SA3L,3.666666667
B00002SA49,1
B00002SA4C,2
B00002SA4P,5
B00002SA5W,1
B00002SA80,3
B00002SA8D,2.651162791
B00002SAC8,5
B00002SACM,3
B00002SAD0,5
B00002SADN,1
B00002SADW,4
B00002SAF3,1
B00002SAF8,4
B00002SAFM,4.5
B00002SAGF,4
B00002SAGG,3.666666667
B00002SAHO,3.866666667
B00002SAHU,2
B00002SAKD,3
B00002SALQ,4
B00002SALY,4.5
B00002SAM3,3.333333333
B00002SAM6,1.666666667
B00002SAM7,3.416666667
B00002SAMA,1
B00002SAMY,2
B00002SAN0,5
B00002SAN2,1
B00002SAN3,2.5
B00002SAN4,4.8
B00002SANE,5
B00002SANG,3.358974359
B00002SANI,1
B00002SAOU,1
B00002SFK8,3.8
B00002SFLJ,1
B00002SFLN,2.25
B00002SFM1,3
B00002SFM2,5
B00002SFM4,3.776315789
B00002SFNI,5
B00002SSUJ,3.25
B00002SSUL,4.5
B00002STO2,2
B00002STO3,3.666666667
B00002SU7S,5
B00002SUSR,2
B00002SW7C,3.333333333
B00002YCBM,4
B00002Z730,3.5
B00002Z732,3.5
B00002Z76V,5
B0000305PK,4.666666667
B00003065G,3.909090909
B00003066V,3.916666667
B00003069T,1.777777778
B000030EY6,4.583333333
B000031VUK,5
B000031VUY,4.333333333
B000031VV3,4.5
B0000326NY,5
B0000326NZ,2
B0000326O4,4.3
B0000326O7,3.666666667
B0000365T9,3.333333333
B00003GO0N,4.666666667
B00003GO0T,3
B00003GPSB,2
B00003GPSD,3
B00003GPSF,4
B00003GPSY,3.8
B00003IE4V,3
B00003IE4W,1.5
B00003IE59,2
B00003IE5N,5
B00003IE5O,1
B00003IE5P,3
B00003IE5V,4
B00003IE6Q,3
B00003IE8A,5
B00003IE8B,4
B00003IE8C,5
B00003IE8D,3
B00003IE8F,4.4
B00003IE8G,1
B00003IE8H,4.5
B00003IE8I,3.4
B00003IE8J,4
B00003IE8K,1
B00003IE8Q,2.666666667
B00003IE8R,4
B00003IE9H,5
B00003IE9R,3
B00003IE9W,1
B00003IEA2,3
B00003IEBE,5
B00003IEBR,4
B00003IEBS,5
B00003IEBT,5
B00003IEBU,5
B00003IECG,3
B00003IECY,3.666666667
B00003IED0,5
B00003IED6,3
B00003IEDZ,3
B00003IEE3,1
B00003IEFC,1
B00003IEG2,3.75
B00003IEGC,5
B00003IEGE,3
B00003IEHI,3
B00003IEI4,4
B00003IEJ2,5
B00003IEJB,3.5
B00003IEJH,2
B00003IEKB,5
B00003IEKC,2
B00003IEKF,5
B00003IELS,2.8
B00003IELT,5
B00003IELW,3
B00003IELZ,4.5
B00003IF20,5
B00003IRCG,1
B00003JAU7,3.960784314
B00003JAU9,4.379310345
B00003JAUA,4.75
B00003L4E0,2
B00003L4FH,5
B00003L4FN,5
B00003NIXW,3
B00003O9JR,5
B00003OPEB,1
B00003OPEC,4.2
B00003PMTS,1
B00003PMU3,5
B00003PNLB,4.5
B00003PNN1,4
B00003PNN8,3
B00003PNNA,5
B00003PO2D,3
B00003TFXR,2
B00003TKZO,2
B00003W8D2,1
B00003W8H8,5
B00003W8IH,5
B00003W8L2,5
B00003WGPD,5
B00003XAK8,5
B00003ZANU,1.5
B00003ZANV,2
B00003ZANW,2.333333333
B00003ZANX,5
B00003ZANY,1
B00003ZAO0,2
B000040OEV,5
B000042OJH,5
B000042OJI,5
B000042OJJ,4.8
B000042OJP,5
B000042OK8,4
B000042OKW,2
B000042OKZ,1
B000042OL5,4.25
B000042OL6,4
B000042OL7,2
B000042OLX,3
B000042OM3,3.285714286
B000044U58,4
B000044U5I,5
B000044U5J,1
B00004C8R7,1
B00004DTSK,5
B00004GP0H,3
B00004GP3G,2.6
B00004GP3H,5
B00004GP3J,5
B00004GP3V,3.333333333
B00004GP54,1
B00004HYQH,5
B00004HYQQ,1
B00004HYQS,2
B00004I9WK,3
B00004I9WP,1
B00004IA2J,4.5
B00004IA2O,1
B00004IA2Q,2.125
B00004NHKG,4
B00004NHKO,4
B00004NHL1,3.75
B00004NHL2,1
B00004NHL3,5
B00004NHL4,1.333333333
B00004NHL5,3.571428571
B00004NHL6,5
B00004NHL7,4.5
B00004NHLC,3.75
B00004NHLE,3.666666667
B00004NHM3,2
B00004NHMB,3
B00004NHMC,4
B00004NHMP,1
B00004NHN0,5
B00004NHNA,4
B00004NHNC,4.333333333
B00004NHNS,2.666666667
B00004NHO0,5
B00004OCHI,1.333333333
B00004OCHJ,1.75
B00004R7RF,4
B00004R8JP,3.75
B00004R8JQ,2
B00004R8KU,2.4
B00004R8L3,3.166666667
B00004R9AN,5
B00004R9AP,5
B00004R9AU,5
B00004RBPB,4
B00004RBPF,4
B00004RBPK,3.5
B00004RBQ2,2
B00004RC2P,2
B00004RC2Q,2.5
B00004RC2R,3.6
B00004RC2S,2
B00004RDLR,4
B00004RFBJ,5
B00004RGIO,5
B00004RGJF,3.666666667
B00004RGJP,1
B00004RJXS,3.5
B00004RRQ0,5
B00004RRR4,4
B00004RRSY,4
B00004S3C6,1.5
B00004S3CA,3
B00004S4XY,3.6875
B00004S60V,1
B00004S85T,4
B00004S85X,5
B00004S8Y1,5
B00004S9Y4,1
B00004SC2M,3.636363636
B00004SCI9,3
B00004SDH2,4
B00004SPWF,3
B00004SUGW,3
B00004SUH6,1
B00004SUHJ,1
B00004SUJK,2
B00004SUWY,3.5
B00004SZJK,4
B00004T2TA,5
B00004T2TC,2.5
B00004T2UL,5
B00004T2UM,2.333333333
B00004T2UN,5
B00004T2UQ,5
B00004T2UV,4
B00004T2UX,1
B00004T2UY,5
B00004T2UZ,1
B00004T2V0,3.333333333
B00004T4BD,5
B00004T4BF,4
B00004T4BH,1
B00004T722,5
B00004T72N,3
B00004T72O,1
B00004T72R,4
B00004T72W,3.307692308
B00004T77W,4
B00004T8QA,5
B00004T8QE,5
B00004T8QH,5
B00004T9BF,3
B00004T9RQ,2
B00004T9RR,5
B00004TC3E,2
B00004TC3H,2
B00004TCUA,1
B00004TCVA,5
B00004TCVB,3.666666667
B00004TCW9,5
B00004TCWC,2.4
B00004TDMD,4.333333333
B00004TEY4,4.066666667
B00004TFHQ,1
B00004TFHR,5
B00004TFI7,4
B00004TFIZ,4
B00004TFJ1,4.5
B00004TFLP,1
B00004TG5F,5
B00004THNP,3.2
B00004THNR,2.571428571
B00004THOS,5
B00004THOU,1
B00004THOX,4
B00004TIZV,3.5
B00004TIZY,3.6
B00004TJ00,5
B00004TJ01,4.363636364
B00004TJ03,3
B00004TJP0,5
B00004TKVO,5
B00004TKVR,5
B00004TKVS,5
B00004TKVT,4
B00004TLO0,4.458333333
B00004TLO1,2.5
B00004TLO2,5
B00004TLO3,4
B00004TLO9,4.666666667
B00004TLOC,3
B00004TLOE,5
B00004TLOY,5
B00004TR4A,2.666666667
B00004TTHU,3.285714286
B00004TTU5,3.6
B00004TTU8,4.071428571
B00004TTUB,3.25
B00004TTUF,5
B00004TTUW,1
B00004TVQS,3
B00004TYC4,3.166666667
B00004TYC7,2.333333333
B00004TYCR,3.458333333
B00004TZIF,4.666666667
B00004TZIN,5
B00004U0YT,3.444444444
B00004U0YW,5
B00004U0YZ,5
B00004U0Z0,1
B00004U0Z9,3.75
B00004U1PM,1
B00004U1PN,2.4
B00004U1QA,5
B00004U1QH,4
B00004U1QS,4
B00004U2IF,4
B00004U5QY,2.5
B00004U5QZ,2
B00004U5R3,2
B00004U5XK,3.333333333
B00004U5XQ,1
B00004U5XV,5
B00004U5Y0,2.5
B00004U8KH,1
B00004U8LD,2.444444444
B00004U8LF,3.4
B00004U9LR,4.041666667
B00004U9SS,1
B00004U9SX,2.666666667
B00004U9SZ,2
B00004U9T0,4
B00004U9TG,5
B00004UAB5,4.5
B00004UABA,4.5
B00004UAD0,4
B00004UB52,3
B00004UB5G,3.941176471
B00004UB6E,4.5
B00004UB6G,3
B00004UB6J,2.75
B00004UB6K,3
B00004UB6M,5
B00004UCUT,3
B00004UCVE,3.5
B00004UCW4,5
B00004UCWE,1
B00004UDPD,1
B00004UF30,3.692307692
B00004UF31,3.2
B00004UF32,4.071428571
